,"EG",,".EGYPT",,,,,,,,
,"EG","6HB","An Nubariyah","An Nubariyah","BH","--3-----","RL","1607",,"3039N 03004E",
,"EG","AAC","El'Arish","El'Arish",,"--34----","RL","9805",,,
,"EG","ABE","Al Bahr El Ahmer","Al Bahr El Ahmer",,"-----6--","RQ","1007",,,
,"EG","ABS","Abu Simbel","Abu Simbel",,"---4----","AI","9601",,,
,"EG","ADA","Al Adabiyah","Al Adabiyah",,"123-----","RL","0701",,"2952N 03228E",
,"EG","AGN","Abu Ghosoun","Abu Ghosoun",,"--3-----","RL","9811",,,
,"EG","AGZ","Al Jizah (Giza)","Al Jizah (Giza)","GZ","1-3-----","RL","0907",,"3000N 03113E",
,"EG","AHM","Al Haram","Al Haram","GZ","-----6--","RL","1107",,"2927N 03110E",
,"EG","AIS","Ain Sukhna","Ain Sukhna",,"1-------","RQ","9506",,,
,"EG","AKI","Abu Kir","Abu Kir",,"1-------","RQ","9506",,,
,"EG","ALA","Almazah","Almazah","C","--3-----","RL","1307",,"3005N 03121E",
,"EG","ALM","Al Mansurah","Al Mansurah","DK","-23-----","RL","0207",,"3102N 03122E",
,"EG","ALY","El Iskandariya (Alexandria)","El Iskandariya (Alexandria)","ALX","1--45---","AI","1601",,"3111N 02955E",
,"EG","AMA","Al Monofiya","Al Monofiya",,"-----6--","RQ","1007",,,
,"EG","AQU","Al Qusayr","Al Qusayr","BA","1-3-----","RL","0401",,"2606N 03417E","a.k.a El Kosseir"
,"EG","AST","Asyut","Asyut","AST","123-----","RL","0701",,"2711N 03111E",
,"EG","ASW","Aswan","Aswan",,"1--4----","AI","9601",,,
,"EG","ATZ","Assiut","Assiut",,"---4----","RQ","0901",,"2711N 03111E",
,"EG","AUE","Abu Rudeis","Abu Rudeis",,"1--4----","AI","9506",,,
,"EG","AWE","Al Wadi El Gedeed","Al Wadi El Gedeed",,"-----6--","RQ","1007",,,
,"EG","AZA","Abu Zenimah","Abu Zenimah","JS","1-------","RL","0212",,"2903N 03306E",
"=","EG",,"Alexandria = El Iskandariya (Alexandria)","Alexandria = El Iskandariya (Alexandria)",,,,,,,
,"EG","BAH","Bahtim","Bahtim",,"-----6--","RL","1107",,"3008N 03116E",
,"EG","BBS","Bilbays","Bilbays","SHR","--3-----","RL","1101",,"3025N 03134E",
,"EG","BDR","Badr","Badr","C","-----6--","RQ","1001",,"3008N 03143E",
,"EG","BEH","El Beheirah","El Beheirah",,"1----6--","RQ","1007",,"3065N 03028E",
,"EG","BEN","Beni Suef","Beni Suef",,"1----6--","RQ","1007",,"2904N 03105E",
,"EG","BGB","Atakka Dry Port","Atakka Dry Port","SUZ","1-------","RL","1501",,"3206N 03300E",
,"EG","BHE","Ezbet Osman Murtada","Ezbet Osman Murtada","BH","-----6--","RQ","1007",,,
,"EG","BRO","Obour","Obour","KB","--3-----","RL","1801",,"3012N 03127E",
"=","EG",,"Borg El Arab = Burj al Arab","Borg El Arab = Burj al Arab",,,,,,,
,"EG","CA7","New Cairo","New Cairo","C","1-------","RL","1401",,"3002N 03126E",
,"EG","CAI","El Qahira (Cairo)","El Qahira (Cairo)","C","1--45---","AI","1601",,"3003N 03115E",
"=","EG",,"Cairo = El Qahira (Cairo)","Cairo = El Qahira (Cairo)",,,,,,,
,"EG","DAK","Dakhla","Dakhla",,"---4----","RL","0907",,"2524N 02900E",
,"EG","DAM","Dumyat (Damietta)","Dumyat (Damietta)",,"1234----","RL","1401","QDX","3125N 03149E",
,"EG","DBB","Al Alamein International Apt/Daaba City","Al Alamein International Apt/Daaba City","MT","---4----","RL","0907",,"3055N 02827E",
,"EG","DMN","Damanhour","Damanhour",,"---4----","RQ","9506",,,
,"EG","EDA","El Dekhela","El Dekhela",,"-----6--","RQ","1007",,,
,"EG","EDK","El Dekheila","El Dekheila",,"1-------","RQ","9506",,,
,"EG","EEG","An Nukhaylah","An Nukhaylah","AST","1-------","RQ","1007",,"2701N 03121E",
,"EG","ELK","Al Qantarah El Sharqiyya","Al Qantarah El Sharqiyya","SIN","--3-----","RL","1601",,"3051N 03218E",
,"EG","ELT","Tour Sinai City","Tour Sinai City",,"---4----","RQ","0901",,"2813N 03337E",
,"EG","EMY","Minyat Al Hayt","Minyat Al Hayt","FYM","---4----","RL","0907",,"2913N 03044E",
,"EG","EOB","El Obour","El Obour","DK","1-------","RQ","0901",,,
,"EG","FAD","Fa'id","Fa'id",,"1-------","RL","0212",,"3019N 03219E",
,"EG","FAN","Fanara","Fanara",,"1-------","RQ","9506",,,
,"EG","GEI","Geisum Terminal","Geisum Terminal",,"1-------","RQ","9506",,,
,"EG","GSQ","Shark El Oweinat","Shark El Oweinat",,"---4----","RL","0907",,"2235N 02842E",
,"EG","GUA","El-Guna (El Gouna)","El-Guna (El Gouna)","BA","1-3-----","RL","1401",,"2723N 03340E",
,"EG","HAL","Halaib","Halaib",,"1-------","QQ","8103",,,
,"EG","HAM","Hamrawein","Hamrawein",,"1-------","RQ","9506",,,
,"EG","HBE","Burj al Arab","Burj al Arab",,"--34-6--","RL","0401",,"3054N 02933E",
,"EG","HEL","Heliopolis","Heliopolis","C","1-------","RQ","0901",,,
,"EG","HRG","Hurghada","Hurghada",,"1-------","AI","9601",,,
,"EG","IKU","Idku","Idku",,"123-----","RL","2101",,"3118N 03018E",
,"EG","ISA","Izbat Sidi Ali Murghib","Izbat Sidi Ali Murghib","ALX","--3-----","RL","1307",,"3105N 02952E",
,"EG","ISM","Ismailia","Ismailia",,"1-------","QQ","8103",,,
,"EG","IYB","Itay Al Barud","Itay Al Barud","BH","--3-----","RL","1307",,"3053N 03039E",
,"EG","IYM","Faiyum","Faiyum","FYM","--3-----","RL","1307",,"2918N 03050E",
,"EG","KEH","Kafr El Sheikh","Kafr El Sheikh","DK","1-------","RQ","0901",,,
,"EG","KEN","Kenna","Kenna",,"1----6--","RQ","1007",,"2669N 03024E",
,"EG","KEZ","Kafr az Zayyat","Kafr az Zayyat","GH","--3-----","RL","1307",,"3049N 03048E",
,"EG","LXR","Luxor","Luxor",,"---4----","AI","9601",,,
