,"FI","KHJ","Kauhajoki","Kauhajoki","03","---4----","AI","1401",,"6226N 02211E",
,"FI","KHM","Kuhmoinen","Kuhmoinen","14","--3-----","AA","2007",,"6133N 02509E",
,"FI","KHO","Korsholm/Mustasaari","Korsholm/Mustasaari","12","--3-----","RQ","1307",,"6307N 02143E",
,"FI","KHT","Koski Tl","Koski Tl","19","--3-----","AA","1601",,"6039N 02308E",
,"FI","KIE","Keitele","Keitele","15","--3-----","RL","1307",,"6311N 02622E",
,"FI","KIH","Kihniö","Kihnio","11","--3-----","RL","1307",,"6211N 02310E",
,"FI","KII","Kiistala","Kiistala","10","--3-----","RL","1701",,"6752N 02520E",
,"FI","KIJ","Kirjala","Kirjala","19","--3-----","RL","1307",,"6022N 02222E",
,"FI","KIL","Kilpisjärvi","Kilpisjarvi","10","--3----B","AC","1401",,"6903N 02048E",
,"FI","KIM","Kimito (Kemiö)","Kimito (Kemio)","19","1-------","AI","1401",,"6010N 02245E",
,"FI","KIM","Kemiö (Kimito)","Kemio (Kimito)","19","1-------","AI","1401",,"6010N 02245E",
,"FI","KIN","Grankulla (Kauniainen)","Grankulla (Kauniainen)","18","--3-----","RL","1307",,,
,"FI","KIN","Kauniainen (Grankulla)","Kauniainen (Grankulla)","18","--3-----","RL","1307",,,
,"FI","KIR","Kirkniemi","Kirkniemi","18","1-3-----","RL","1401",,"6010N 02357E",
,"FI","KIV","Kivilompolo","Kivilompolo","10","--3----B","AC","1401",,"6618N 02416E",
,"FI","KJA","Karis (Karjaa)","Karis (Karjaa)","18","--3-----","AF","1401",,"6005N 02340E",
,"FI","KJA","Karjaa (Karis)","Karjaa (Karis)","18","--3-----","AF","1401",,"6005N 02340E",
,"FI","KJI","Kemijärvi","Kemijarvi","10","--3-----","AF","1401",,"6640N 02725E",
,"FI","KJK","Kurejoki","Kurejoki",,"--3-----","RL","1301",,"6300N 02345E",
,"FI","KJO","Kalajoki","Kalajoki","14","1-------","AF","1401",,"6415N 02357E",
,"FI","KK4","Koria","Koria","09","--3-----","AA","1601",,"6050N 02636E",
,"FI","KK5","Kalliola","Kalliola","04","1-3-----","RL","1401",,"6105N 02538E",
,"FI","KKA","Kurikka","Kurikka","03","--3-----","RQ","1307",,"6237N 02225E",
,"FI","KKI","Kirkkonummi","Kirkkonummi","18","--3-----","AF","1307",,"6007N 02426E",
,"FI","KKK","Kellokoski","Kellokoski","18","--3-----","AA","1601",,"6033N 02524E",
,"FI","KKL","Kärköla","Karkola","17","--3-----","AA","2007",,"6052N 02516E",
