,"GR",,".GREECE",,,,,,,,
,"GR","2NR","Neon Rysion","Neon Rysion","54","--3-----","RL","1601",,"4029N 02259E",
,"GR","3KR","Kavallárion","Kavallarion","B","--3-----","RL","1707",,"4043N 02303E",
,"GR","5ZE","Zervochórion","Zervochorion","32","--3-----","RL","1407",,"3924N 02033E",
,"GR","6TL","Lití","Liti","54","--3-----","RL","1601",,"4044N 02258E",
,"GR","9OP","Dhílesi","Dhilesi","03","--3-----","RL","1407",,"3821N 02340E",
,"GR","A8A","Anixi","Anixi","A1","--3-----","RL","1601",,"3808N 02352E",
,"GR","AAI","Ágioi Anárgyroi","Agioi Anargyroi","31","-----6--","RL","1201",,"3908N 02101E",
,"GR","AAR","Acharnes","Acharnes","A1","-----6--","RL","1107",,"3805N 02344E",
,"GR","AAS","Ágios Athanásios","Agios Athanasios","54","--3-----","RL","1407",,"4043N 02243E",
,"GR","ABD","Abdera","Abdera","72","--3-----","RL","1607",,"4056N 02458E",
,"GR","ABO","Ambelókipoi","Ambelokipoi",,"--3-----","RL","0307",,"4028N 02118E",
,"GR","ACH","Akharnaí","Akharnai","A1","-23-----","AA","1307",,"3805N 02344E",
,"GR","ACL","Achladi","Achladi",,"1-------","AI","1307",,"3853N 02249E",
,"GR","ADA","Amaliada","Amaliada","14","--3-----","RL","1601",,"3748N 02121E",
,"GR","ADI","Livádia","Livadia","31","--3-----","RL","1301",,"3925N 02106E",
,"GR","ADK","Ano Diakopto","Ano Diakopto","13","--3-----","RL","1601",,"3808N 02214E",
,"GR","ADL","Adamas Milos","Adamas Milos","L","1-------","RQ","2107",,"3643N 02426E",
,"GR","ADO","Áhdendron","Ahdendron","54","-23-----","RL","0501",,"4040N 02236E",
,"GR","AEF","Agia Efimia","Agia Efimia",,"1-------","AI","1307",,"3818N 02036E",
,"GR","AEG","Aegina","Aegina",,"1-------","RQ","1101",,"3744N 02325E",
,"GR","AEN","Aígion","Aigion","13","1-------","AI","1307",,"3815N 02205E",
,"GR","AGA","Agriá","Agria",,"123-----","RL","1101",,"3920N 02300E",
,"GR","AGE","Agios Georgios","Agios Georgios","04","1-------","AA","1307",,"3850N 02253E",
,"GR","AGF","Agios Nikolaos Fokidas","Agios Nikolaos Fokidas",,"1-------","RQ","0901",,"3820N 02209E",
,"GR","AGG","Agistri Aiginas","Agistri Aiginas","A1","1-------","AI","0407",,"3743N 02321E",
,"GR","AGI","Agía Triás","Agia Trias","53","--3-----","RQ","0212",,"4030N 02252E",
,"GR","AGK","Agiokampos Larissas","Agiokampos Larissas",,"1-------","AI","0407",,"3941N 02253E",
,"GR","AGL","Aigaleo","Aigaleo","A1","-----6--","RL","0901",,"3759N 02341E",
,"GR","AGM","Agia Marina Fthiotidas","Agia Marina Fthiotidas",,"1-------","AI","1307",,"3854N 02235E",
,"GR","AGN","Agathonisi","Agathonisi","81","1-------","RL","0407",,"3727N 02658E",
,"GR","AGO","Ágios Efstrátios","Agios Efstratios","83","1-------","AI","1307",,"3932N 02459E",
,"GR","AGP","Agios Pávlos","Agios Pavlos",,"--3-----","RL","0212",,"4038N 02258E",
,"GR","AGQ","Agrinion","Agrinion",,"--3-----","AI","0607",,"3838N 02125E",
,"GR","AGS","Agios Stefanos","Agios Stefanos",,"0-------","RQ","9307",,,
,"GR","AGT","Agio Theodoroi","Agio Theodoroi",,"1-34----","AI","2007",,"3755N 02307E",
,"GR","AGY","Argyroupoli","Argyroupoli","A1","--3-----","RL","0901",,,
,"GR","AHS","Ankhíalos","Ankhialos",,"-23-----","AA","1307",,"4043N 02247E",
,"GR","AID","Aidipsou","Aidipsou","04","1-------","RQ","0901",,"3851N 02302E",
,"GR","AIG","Aigiali Amorgou","Aigiali Amorgou","82","1-------","RL","1501",,"3654N 02558E",
,"GR","AIN","Aiginion","Aiginion","61","--3-----","RL","1301",,"4030N 02232E",
,"GR","AIO","Alimos","Alimos","A1","1-3-----","AA","1607",,"3755N 02343E","Almiros?"
,"GR","AIS","Ássiros","Assiros","54","--3-----","RL","1601",,"4049N 02302E",
,"GR","AK4","Amaroúsion","Amarousion","A1","--3-----","RL","1601",,"3803N 02348E",
,"GR","AKH","Akhillion","Akhillion","43","1-------","RQ","0901",,"3900N 02258E",
,"GR","AKI","Agios Kírykos","Agios Kirykos","84","1-------","AI","1307",,"3737N 02618E",
,"GR","AKM","Agia Kyriaki (Trikeri Magnisia)","Agia Kyriaki (Trikeri Magnisia)","43","1-------","RQ","1001",,"3905N 02304E",
,"GR","AKO","Agios Konstantínos","Agios Konstantinos",,"1-------","AI","1307",,"3845N 02252E",
,"GR","AKT","Aktio Vonitsas","Aktio Vonitsas","A1","1-------","RL","1501",,"3857N 02045E",
,"GR","ALG","Plakias","Plakias","M","1-------","AA","2001",,"3511N 02423E",
,"GR","ALI","Alíartos","Aliartos",,"--3-----","RL","0212",,"3822N 02306E",
,"GR","ALM","Almiros","Almiros",,"--3-----","RQ","9501",,,
,"GR","ALO","Alónnisos","Alonnisos",,"1-------","AI","1307",,"3909N 02352E",
,"GR","ALS","Analipsi","Analipsi","54","--3-----","RL","1501",,"4043N 02310E",
,"GR","ALV","Alivérion","Aliverion",,"--3-----","RL","0212",,"3825N 02402E",
,"GR","ALX","Alexándria","Alexandria",,"--3-----","RL","0201",,"4037N 02226E",
,"GR","ALY","Almyropotamos Evvoias","Almyropotamos Evvoias","H","--3-----","AM","2107",,"3816N 02411E",
,"GR","AMA","Amaliás","Amalias",,"--3-----","RL","0212",,"3748N 02121E",
"+","GR","AME","Ampelakia","Ampelakia","I","--3-----","AM","2301",,"3757N 02332E",
,"GR","AMF","Amfilochía","Amfilochia",,"1-------","AI","0212",,"3852N 02110E",
,"GR","AMI","Amolianí","Amoliani",,"1-------","AI","0212",,"4020N 02355E",
,"GR","AML","Agia Marina Lerou","Agia Marina Lerou","81","1-------","RQ","1007",,"3709N 02651E",
,"GR","AMO","Amorgós (Katapola)","Amorgos (Katapola)","61","--3-----","AA","1501",,"3650N 02554E",
,"GR","AMP","Amfissa","Amfissa",,"--3-----","RL","0212",,"3832N 02223E",
,"GR","AMR","Agia Marina Aiginas","Agia Marina Aiginas",,"1-------","RQ","0901",,"3744N 02332E",
,"GR","AMS","Adhamas","Adhamas",,"--3-----","RL","9811",,,
,"GR","AMT","Amyntaio","Amyntaio","63","--3-----","RL","1601",,"4041N 02141E",
,"GR","AMY","Amíndaion","Amindaion","63","-23-----","RL","0501",,"4041N 02141E",
,"GR","ANA","Anáfi","Anafi","82","1-------","AI","0407",,"3621N 02546E",
,"GR","AND","Andros","Andros",,"1-------","AI","0212",,"3750N 02456E",
,"GR","ANE","Acharnae Akharna","Acharnae Akharna","A1","-----6--","RL","1107",,"3805N 02344E",
,"GR","ANG","Anargyroi","Anargyroi",,"-----6--","AA","1307",,"3802N 02343E",
,"GR","ANI","Agios Nikólaos, Kríti","Agios Nikolaos, Kriti","92","1-------","AI","0212",,"3511N 02543E",
,"GR","ANK","Anatoliko","Anatoliko","54","--3-----","RL","1501",,"4032N 02142E",
,"GR","ANL","Agnontas Skopelos","Agnontas Skopelos","43","1-------","AA","1307",,"3905N 02342E",
,"GR","ANM","Nea Makri","Nea Makri","A1","--3-----","RL","1707",,"3805N 02359E",
,"GR","ANO","Aeginio","Aeginio",,"--3-----","RQ","0907",,"4031N 03233E",
,"GR","ANP","Antiparos","Antiparos",,"1-------","AI","1307",,"3702N 02505E",
,"GR","ANR","Drymos","Drymos","54","--3-----","RL","1501",,"4046N 02257E",
,"GR","ANS","Nea Smyrni","Nea Smyrni","A1","--3-----","RL","1501",,"3757N 02343E",
,"GR","ANT","Andírrion","Andirrion",,"1-------","AI","0212",,"3820N 02146E",
,"GR","ANX","Anoixis","Anoixis","A1","--3-----","RL","1307",,"3808N 02351E",
,"GR","AOK","Kárpathos","Karpathos",,"1--4----","AI","1001",,"3530N 02714E",
,"GR","AOR","Agiokampos Oreon","Agiokampos Oreon","H","1-------","AA","2001",,"3856N 02302E",
,"GR","AP3","Ampelón","Ampelon","32","--3-----","RL","1401",,"3944N 02020E",
,"GR","APA","Kapandrition","Kapandrition","A1","-----6--","AA","1307",,"3813N 02353E",
,"GR","APE","Agía Pelagía","Agia Pelagia",,"1-------","AI","0212",,"3620N 02259E",
,"GR","APK","Agia Paraskevi","Agia Paraskevi","A1","--3-----","RL","1501",,"3800N 02349E",
,"GR","APL","Amaliápolis","Amaliapolis",,"1-3-----","RL","0607",,"3910N 02253E",
,"GR","APN","Ampelonas","Ampelonas","42","--3-----","RL","1501",,"3945N 02222E",
,"GR","APO","Aspros","Aspros","57","--3-----","RQ","0901",,"4053N 02237E",
,"GR","APP","Aspropyrgos","Aspropyrgos","I","--3-----","RL","1701",,"3804N 02335E",
,"GR","APS","Apsalos","Apsalos",,"--3-----","RL","0212",,"4054N 02203E",
