,"AO",,".ANGOLA",,,,,,,,
,"AO","ANL","Andulo","Andulo",,"---4----","AI","9912",,,
,"AO","ARO","Armada Olombendo FPSO","Armada Olombendo FPSO","ZAI","------7-","RL","1801",,"0604S 01121E",
,"AO","ARZ","N'Zeto","N'Zeto",,"---4----","AI","9912",,,
,"AO","AZZ","Ambriz","Ambriz",,"1--4----","AI","9601",,,
,"AO","BAB","Baba","Baba",,"1-------","RQ","0901",,"1450S 01214E",
,"AO","BDD","Barra do Dande","Barra do Dande",,"1-------","RL","0103",,,
,"AO","BDT","Baía dos Tigres","Baia dos Tigres",,"1-------","RL","0212",,"1636S 01144E",
,"AO","BEL","Belas","Belas","LUA","--3-----","RL","1707",,"0855S 01310E",
,"AO","BUG","Benguela","Benguela",,"1--4----","AI","9601",,,
,"AO","CAB","Cabinda","Cabinda",,"1--4----","AI","9601",,,
,"AO","CAV","Cazombo","Cazombo",,"---4----","AI","9601",,,
,"AO","CBT","Catumbela","Catumbela",,"---4----","AI","9912",,,
,"AO","CEO","Waku Kungo","Waku Kungo",,"---4----","AI","0212",,"1121S 01507E",
,"AO","CFF","Cafunfo","Cafunfo",,"---4----","AI","9912",,,
,"AO","CLV","CLOV FPSO","CLOV FPSO",,"------7-","RL","1407",,"0727S 01134E",
,"AO","CNZ","Cangamba","Cangamba",,"---4----","AI","9912",,,
,"AO","CPO","Capulo","Capulo",,"1-------","RQ","0901",,"0759S 01310E",
,"AO","CTI","Cuito Cuanavale","Cuito Cuanavale",,"---4----","AI","9912",,,
,"AO","CUI","Cuio","Cuio",,"1-------","RQ","0901",,"1259S 01259E",
,"AO","DAL","Dalia","Dalia",,"1-------","RQ","0307",,"0741S 01147E",
,"AO","DGR","Dombe Grande","Dombe Grande",,"1-------","RL","0103",,,
,"AO","DRC","Dirico","Dirico",,"---4----","AI","9912",,,
,"AO","DUE","Dundo","Dundo",,"---4----","AI","9912",,,
,"AO","ETN","Essungo Terminal","Essungo Terminal",,"1-------","RQ","0901",,"0620S 01210E",
,"AO","FBY","Farta Bay","Farta Bay",,"1-------","RQ","0901",,"1237S 01312E",
,"AO","FLT","Futila Terminal","Futila Terminal",,"1-------","RQ","0901",,"0527S 01211E",
"+","AO","FPO","PSVM Offshore","PSVM Offshore","ZAI","1-----7-","AM","2307",,"0614S 01044E",
,"AO","GGC","Lumbala","Lumbala",,"---4----","AI","9912",,,
,"AO","GIM","Gimboa","Gimboa",,"1-------","RL","1107",,"0732S 01210E",
,"AO","GIR","Girassol Terminal","Girassol Terminal",,"1-------","RL","0901",,"0738S 01141E",
,"AO","GPO","Greater Plutonio","Greater Plutonio",,"1-------","RL","1601",,"0750S 01207E",
,"AO","GXG","Negage","Negage",,"---4----","AI","9912",,,
,"AO","JMB","Jamba","Jamba",,"---4----","AI","9601",,,
,"AO","KNP","Capanda","Capanda",,"---4----","AI","9912",,,
,"AO","KOT","Kuito Terminal","Kuito Terminal",,"1-------","RQ","0901",,"0526S 01129E",
,"AO","KTI","Kiame Terminal","Kiame Terminal",,"1-------","RQ","0901",,,
,"AO","LAA","Landana (Cacongo)","Landana (Cacongo)",,"1-------","RL","0103",,,
,"AO","LAD","Luanda","Luanda",,"1--45---","AI","9601",,,
,"AO","LBT","Lombo Terminal","Lombo Terminal",,"1-------","RQ","0901",,"0659S 01221E",
,"AO","LBZ","Lukapa","Lukapa",,"---4----","AI","9912",,,
,"AO","LIE","Lieura","Lieura",,"1-------","QQ","8103",,,
,"AO","LOB","Lobito","Lobito",,"1---5---","RL","0103",,,
,"AO","LUC","Lucira","Lucira",,"1-3-----","RL","0103",,,
,"AO","LUO","Luena","Luena",,"---4----","AI","9912",,,
,"AO","LZM","Luzamba","Luzamba",,"---4----","AI","9912",,,
,"AO","MAL","Malongo","Malongo",,"0-------","RQ","9012",,,
,"AO","MDZ","Maquela Do Zombo","Maquela Do Zombo","UIG","--3-----","RL","1601",,"0604S 01506E",
,"AO","MEG","Malange","Malange",,"---4----","AI","9601",,,
,"AO","MLO","Malembo","Malembo",,"--3-----","RL","9811",,,
,"AO","MOS","Mocamedes","Mocamedes",,"--3-----","RQ","0901",,"1510S 01209E",
,"AO","MSZ","Namibe","Namibe",,"1--4----","AI","9506",,,
,"AO","MTL","Matala","Matala","HUI","--3-----","RL","1601",,"1444S 01502E",
,"AO","NDD","Sumbe","Sumbe",,"1-34----","AI","9506",,,
,"AO","NDF","N'dalatando","N'dalatando","CNO","---4----","AI","0212",,"0918S 01455E",
,"AO","NGV","Ondjiva","Ondjiva","CNN","---4----","AI","0212",,"1704S 01544E",
,"AO","NOV","Huambo","Huambo",,"---4----","AI","9912",,,
,"AO","NQI","Nóqui","Noqui",,"123-----","RL","0901",,"0551S 01326E",
,"AO","NRQ","N'Riquinha","N'Riquinha",,"---4----","AI","9912",,,
,"AO","NTO","N'Zeto (Ambrizete)","N'Zeto (Ambrizete)",,"1-------","RQ","0901",,"0716S 01251E",
,"AO","NZA","Nzagi","Nzagi",,"---4----","AI","9912",,,
"=","AO",,"Novo Redondo = Sumbe","Novo Redondo = Sumbe",,,,,,,
,"AO","PAT","Palanca Terminal","Palanca Terminal",,"1-------","RQ","9506",,,
,"AO","PAZ","Pazflor FPSO","Pazflor FPSO",,"------7-","RL","1107",,"0821S 01206E",
,"AO","PBN","Porto Amboim","Porto Amboim",,"1-------","AI","9601",,,
,"AO","PGI","Chitato","Chitato",,"---4----","AI","9912",,,
,"AO","PLE","Porto Alexandre (Tombua)","Porto Alexandre (Tombua)",,"1-3-----","RL","0103",,,
,"AO","PSA","Porto Saco (Portosalazar)","Porto Saco (Portosalazar)",,"1-------","RQ","0901",,"1508S 01208E",
,"AO","RSN","River Sao Nicolau","River Sao Nicolau",,"1-------","RQ","0901",,"1415S 01220E",
,"AO","SBT","Saxi Batuque FPSO","Saxi Batuque FPSO",,"------7-","RL","1201",,"0619S 01113E",
,"AO","SDD","Lubango","Lubango",,"---4----","AI","9912",,,
,"AO","SOQ","Soyo-Quinfuquena Terminal","Soyo-Quinfuquena Terminal",,"1-------","RQ","9506",,,
,"AO","SPP","Menongue","Menongue",,"---4----","AI","9912",,,
,"AO","SSY","M'banza Congo","M'banza Congo",,"---4----","AI","9912",,,
,"AO","STC","Santa Clara","Santa Clara","UIG","--3--6--","RL","1107",,"0722S 01444E",
,"AO","STL","Sazaire Terminal","Sazaire Terminal",,"1-------","RQ","0901",,"0605S 01223E",
,"AO","SVP","Kuito","Kuito",,"---4----","AI","9912",,,
,"AO","SZA","Soyo","Soyo",,"1--4----","AI","9912",,,
"=","AO",,"San Antonio do Zaire = Soyo","San Antonio do Zaire = Soyo",,,,,,,
,"AO","TAK","Takula Terminal","Takula Terminal",,"1-------","RQ","9506",,,
,"AO","UAL","Luau","Luau",,"---4----","AI","9912",,,
,"AO","UGO","Uíge","Uige",,"---4----","AI","0212",,"0737S 01503E",
,"AO","VHC","Saurimo","Saurimo",,"---4----","AI","9912",,,
,"AO","VNA","Viana","Viana","LUA","--3-----","RL","1607",,"0854S 01322E",
,"AO","VPE","Ongiva","Ongiva",,"---4----","AI","9912",,,
,"AO","XGN","Xangongo","Xangongo",,"---4----","AI","9912",,,
