,"NC",,".NEW CALEDONIA",,,,,,,,
,"NC","4NB","Bourail","Bourail",,"-----6--","RL","1901",,"2134S 16529E",
,"NC","BDB","Baie de Prony","Baie de Prony",,"--3-----","RL","0212",,"2222S 16652E",
,"NC","BMY","Bélep I.","Belep I.",,"---4----","AI","1901",,"1943S 16340E",
"x","NC","BUG","Baie Ugué","Baie Ugue",,"1-3-----","XX","2207",,,
,"NC","DNB","Doniambo/Nouméa","Doniambo/Noumea",,"--3-----","RL","1901",,"2215S 16627E",
,"NC","DUM","Dumbéa","Dumbea",,"--3-----","RL","1407",,"2209S 16627E",
,"NC","DUS","Ducos","Ducos",,"1-------","RL","1901",,"2214S 16627E",
,"NC","GEA","Nouméa Magenta Apt","Noumea Magenta Apt",,"---4----","RL","1901",,"2215S 16628E",
,"NC","HLU","Houaïlou","Houailou",,"---4----","AI","1901",,"2115S 16537E",
,"NC","HNG","Hienghene","Hienghene",,"--3-----","RL","1901",,"2040S 16453E",
,"NC","ILP","Ile des Pins","Ile des Pins",,"---4----","AI","1901",,"2235S 16727E",
,"NC","IOU","Ile Ouen","Ile Ouen",,"---4----","RL","1901",,"2228S 16647E",
,"NC","KNQ","Koné","Kone",,"---4----","AI","1901",,"2103S 16450E",
,"NC","KOC","Koumac","Koumac",,"---4----","AI","1901",,"2033S 16415E",
"¦","NC","KOU","Kouaoua","Kouaoua",,"1-3-----","RL","2207",,"2124S 16550E","@Coo"
,"NC","LAF","La Foa","La Foa",,"--3-----","AA","2107",,"2143S 16550E",
"¦","NC","LIF","Lifou","Lifou",,"1--4----","RL","2207",,"2058S 16714E","@Fun@Coo"
"¦","NC","MEE","Maré","Mare",,"1--4----","AI","2207",,"2130S 16759E","@Fun@Coo"
,"NC","MTD","Le Mont-Dore","Le Mont-Dore",,"1----6--","RL","1901",,"2217S 16635E",
,"NC","NAK","Nakéty","Nakety",,"1-3-----","RL","0212",,"2133S 16602E",
,"NC","NEP","Népoui","Nepoui",,"1--4----","RL","1901",,"2119S 16500E",
,"NC","NOU","Nouméa","Noumea",,"1--45---","AI","0212",,"2216S 16627E",
,"NC","PAA","Paagoumène","Paagoumene",,"1-------","AA","2101",,"2029S 16412E",
,"NC","PBT","Pouembout","Pouembout",,"--3-----","RL","1701",,"2108S 16454E",
,"NC","PDC","Muéo/Népoui","Mueo/Nepoui",,"--34----","AI","1901",,"2118S 16501E",
,"NC","PNY","Prony","Prony",,"1-3-----","RL","1901",,"2219S 16649E",
,"NC","POR","Poro","Poro",,"1-3-----","RL","1901",,"2118S 16543E",
,"NC","TGJ","Tiga","Tiga",,"---4----","RL","1901",,"2106S 16748E",
,"NC","THI","Thio","Thio",,"1-------","RL","1901",,,
,"NC","TON","Tontouta Apt","Tontouta Apt",,"1--45---","AI","1901",,,
,"NC","TOU","Touho","Touho",,"---4----","AI","1901",,"2047S 16516E",
,"NC","TUD","Teoudie","Teoudie",,"1-3-----","RL","1901",,"2046S 16424E",
,"NC","UVE","Ouvea","Ouvea",,"---4----","AI","1901",,"2038S 16634E",
,"NC","VAV","Vavouto","Vavouto",,"1-------","RL","1901",,"2100S 16440E",
,"NC","WAL","Wala","Wala",,"1-------","RL","1901",,"1943S 16339E",
