,"MF",,".SAINT MARTIN (FRENCH PART)",,,,,,,,
,"MF","ASM","Anse-Marcel","Anse-Marcel",,"--3-----","RL","1601",,"1806N 06302W",
,"MF","BOG","Quartier d'Orléans","Quartier d'Orleans",,"--3-----","RL","1901",,"1805N 06301W",
,"MF","CCE","Grand-Case","Grand-Case",,"--3-----","AI","1901",,"1806N 06304W",
,"MF","GCY","Cul-de-Sac","Cul-de-Sac",,"--3-----","RL","1901",,"1806N 06302W",
,"MF","GES","Galisbay","Galisbay",,"1-------","RL","1501",,"1804N 06305W",
,"MF","MAR","Marigot","Marigot",,"1-------","RL","1901",,"1804N 06305W",
,"MF","SFG","L'Espérance Apt/St Martin","L'Esperance Apt/St Martin",,"--345---","AI","1901",,"1806N 06303W",
