,"PM",,".SAINT PIERRE AND MIQUELON",,,,,,,,
,"PM","FSP","Saint-Pierre","Saint-Pierre",,"1--45---","AI","2101",,"4646N 05610W",
,"PM","MQC","Miquelon","Miquelon",,"---4----","AI","1901",,"4706N 05623W",
