,"KR",,".KOREA, REPUBLIC OF",,,,,,,,
,"KR","ADG","Andong","Andong","47","-23-----","AF","0601",,"3633N 12843E",
,"KR","ANJ","Anjeong","Anjeong","48","1-------","RQ","1007",,"3457N 12826E",
,"KR","ANY","Anyang","Anyang","41","-23-----","AF","0507","QYA","3723N 12655E",
,"KR","ASA","Asan","Asan","44","-23-----","AF","0507",,"3647N 12700E",
,"KR","ASG","Anseong","Anseong","41","-23-----","AF","0507",,"3700N 12716E",
,"KR","ASN","Ansan","Ansan","41","-23-----","AF","0507",,"3719N 12649E",
,"KR","AWL","Aewol","Aewol","49","1-------","AF","1207",,"3327N 12619E",
,"KR","BAA","BALAN/Hwaseoung","BALAN/Hwaseoung","41","--3-----","AF","0601",,"3728N 12651E",
,"KR","BAN","Buan-gun","Buan-gun","45","-23-----","AF","0601",,"3543N 12644E",
,"KR","BCN","Bucheon","Bucheon","41","-23-----","AF","0601",,"3730N 12645E",
,"KR","BDE","Bongdong-eup/Wanju-gun","Bongdong-eup/Wanju-gun","45","--3--6--","AF","0601",,"3556N 12709E",
,"KR","BEN","Boeun-gun","Boeun-gun","43","-23-----","AF","0601",,"3629N 12743E",
,"KR","BHA","Bonghwa-gun","Bonghwa-gun","47","-23-----","AF","0601",,"3614N 12843E",
,"KR","BIN","Biin","Biin","44","1-------","AF","1207",,"3607N 12629E",
,"KR","BJG","Busanjin-Gu","Busanjin-Gu","26","1-3-----","RQ","1007",,"3509N 12903E",
,"KR","BJJ","Bukjeju-gun","Bukjeju-gun","49","--3-----","AF","0601",,"3329N 12630E",
,"KR","BNP","Busan New Port","Busan New Port","26","1-------","RQ","1401",,"3505N 12849E","Under scrutiny"
,"KR","BOR","Boryeong","Boryeong","44","123-----","AF","0601",,"3619N 12630E",
,"KR","BSG","Boseong-gun","Boseong-gun","46","-23-----","AF","0601",,"3446N 12748E",
,"KR","BUK","Bupyong/Incheon","Bupyong/Incheon","28","123-----","RL","0601",,"3730N 12908E",
,"KR","BYO","Buyeo-gun","Buyeo-gun","44","-23-----","AF","0601",,"3616N 12654E",
,"KR","CDO","Cheongdo-gun","Cheongdo-gun","47","-23-----","AF","0601",,"3538N 12844E",
,"KR","CGK","Chilgok-gun","Chilgok-gun","47","-23-----","AF","0601",,"3559N 12824E",
,"KR","CGY","Chungyang","Chungyang","30","1-------","RQ","0901",,,
,"KR","CHA","Jeju","Jeju","49","1-34----","AF","0601","CJU","3330N 12631E",
,"KR","CHC","Chuncheon","Chuncheon","42","-23-----","AF","0507",,"3752N 12745E",
,"KR","CHF","Jinhae","Jinhae","48","1234----","AI","0507",,"3508N 12839E",
,"KR","CHG","Janghang/Seocheon-gun","Janghang/Seocheon-gun","44","1-------","AF","0601",,"3600N 12641E",
,"KR","CHI","Chonui/Yeongi-gun","Chonui/Yeongi-gun","44","-23--6--","RL","0601",,"3640N 12712E",
,"KR","CHN","Chonju","Chonju","45","-234----","AI","0507",,"3549N 12708E",
,"KR","CHO","Cheonan","Cheonan","44","-23-----","AF","0507",,"3648N 12709E",
,"KR","CHU","Chungju","Chungju","43","-23-----","AF","0507","QUN","3658N 12755E",
,"KR","CHW","Changwon","Changwon","48","-23-----","AF","0601",,"3513N 12840E",
,"KR","CJA","Chuja","Chuja","49","1-------","AF","1207",,"3357N 12618E",
,"KR","CJJ","Cheongju Apt","Cheongju Apt","43","--34----","AI","0601",,"3642N 12729E",
,"KR","CNG","Changnyeong-gun","Changnyeong-gun","48","-23-----","AF","0601",,"3532N 12829E",
,"KR","COG","Ch'Ongdo","Ch'Ongdo","47","--3-----","RL","0901",,"3538N 12844E",
,"KR","COJ","Cheongju","Cheongju","43","-23-----","RL","1307",,"3638N 12729E",
,"KR","CSG","Cheongsong-gun","Cheongsong-gun","47","-23-----","AF","0601",,"3626N 12925E",
,"KR","CWN","Cheorwon-gun","Cheorwon-gun","42","-23-----","AF","0601",,"3815N 12713E",
,"KR","CWO","Cheongwon-gun","Cheongwon-gun","43","-23-----","AF","0601",,"3638N 12729E",
,"KR","CWR","Ch'irwon","Ch'irwon","48","--3-----","RL","1901",,"3518N 12831E",
,"KR","CYG","Cheongyang-gun","Cheongyang-gun","44","-23-----","AF","0601",,"3627N 12648E",
,"KR","DBL","Daebul/Yeongam-gun","Daebul/Yeongam-gun","46","123-----","AF","0601",,"3445N 12626E",
,"KR","DCN","Daecheon","Daecheon","44","1-------","AF","1207",,"3619N 12630E",
,"KR","DDC","Dongducheon","Dongducheon","41","-23-----","AF","0601",,"3754N 12733E",
,"KR","DDO","Dokdo","Dokdo","47","1-------","AF","0507",,"3714N 13151E",
,"KR","DGU","Tongdaemun-Gu","Tongdaemun-Gu","11","-----6--","RL","1401",,"3734S 12702E",
,"KR","DHS","Daeheuksando","Daeheuksando","46","1-------","AF","1207",,"3441N 12526E",
,"KR","DRS","Dorasan/Paju","Dorasan/Paju","41","-23-----","AF","0601",,"3745N 12646E",
,"KR","DSG","Dalseong-gun/Daegu","Dalseong-gun/Daegu","27","-23-----","AF","0601",,"3549N 12833E",
,"KR","DYA","Damyang-gun","Damyang-gun","46","-23-----","AF","0601",,"3519N 12659E",
