,"NE",,".NIGER",,,,,,,,
,"NE","AJY","Agades","Agades",,"---4----","AI","9601",,,
,"NE","BKN","Birni Nkoni","Birni Nkoni",,"---4----","AI","0001",,,
,"NE","DIF","Diffa","Diffa","2","--3-----","RL","1501",,"1318N 01236E",
,"NE","DOG","Dogodountchi","Dogodountchi",,"--3-----","RL","0607",,"1338N 00402E",
,"NE","DSS","Dosso","Dosso",,"--3-----","RL","0601",,"1303N 00312E",
,"NE","GLM","Galmi","Galmi","5","--3-----","RL","1307",,"1358N 00541E",
,"NE","IMO","Imourarene","Imourarene","1","-----6--","RL","1107",,,
,"NE","MAD","Madaoua","Madaoua","5","--3-----","RL","0701",,"1405N 00626E",
,"NE","MAL","Malbaza","Malbaza","5","--3-----","RL","0407",,"1356N 00531E",
,"NE","MFQ","Maradi","Maradi",,"---4----","AI","9601",,,
,"NE","NIM","Niamey","Niamey",,"---45---","AI","9601",,,
,"NE","OUN","Ouna","Ouna","3","--3-----","RL","0701",,"1210N 00309E",
,"NE","RLT","Arlit","Arlit",,"---4----","AI","9601",,,
"+","NE","TAG","Tagáza","Tagaza","4","--3-----","AM","2301",,"1333N 00717E",
,"NE","TAW","Tyawa","Tyawa","6","--3-----","RL","1301",,"1330N 00117E",
,"NE","TCH","Tchirozerine","Tchirozerine","1","--3-----","RL","1401",,"1706N 00749E",
,"NE","THZ","Tahoua","Tahoua",,"---4----","AI","9601",,,
,"NE","TIL","Tillabéri","Tillaberi","6","--3-----","RL","1601",,"1412N 00127E",
,"NE","ZGA","Gaya","Gaya",,"-----6--","RL","0901",,"1153N 00326E",
,"NE","ZND","Zinder","Zinder",,"---4----","AI","9601",,,
