,"IQ",,".IRAQ",,,,,,,,
,"IQ","ABG","Abu Gharib","Abu Gharib","DQ","--3-----","RL","1407",,"3106N 04602E",
,"IQ","ABL","Arbil","Arbil","AR","-----6--","RL","1201",,"3611N 04400E",
,"IQ","ABU","Abu Ghraib","Abu Ghraib","BG","--3-----","RL","1307",,"3317N 04403E",
,"IQ","ADW","Ad Dawrah","Ad Dawrah","BG","--3-----","RL","1407",,"3315N 04423E",
,"IQ","ALF","Abu Al Fulus","Abu Al Fulus",,"1-------","RQ","9811",,,
,"IQ","ALK","Abu Al Khasib","Abu Al Khasib",,"--3-----","RL","9805",,,"Tammar"
,"IQ","AMA","Amara (Al-Amarah)","Amara (Al-Amarah)",,"0-------","RQ","9601",,,
,"IQ","ANJ","An Najaf","An Najaf",,"--3-----","RL","0201",,"3159N 04420E",
,"IQ","AQY","Al Qayyarah","Al Qayyarah","NI","--3-----","RL","0901",,"3548N 04317E",
,"IQ","ARK","Arak","Arak",,"0-------","RQ","9012",,,
,"IQ","ASD","Al Asad","Al Asad",,"1-3-----","RL","1307",,"3347N 04226E",
,"IQ","B9T","Musayyib","Musayyib","BB","--3-----","RL","1501",,"3246N 04417E",
,"IQ","BA4","Mafraq Ash Shuaybah","Mafraq Ash Shuaybah","BA","-23-----","RL","1601",,"3028N 04739E",
,"IQ","BAI","Bayji","Bayji","SD","--3-----","RL","1101",,"3455N 04329E",
,"IQ","BAL","Balad","Balad","SD","-23-----","RL","0401",,"3400N 04408E",
,"IQ","BAQ","Ba'qubah","Ba'qubah","DI","-23-----","RL","0507",,"3345N 04438E",
,"IQ","BBB","Babil","Babil","BB","--3-----","RL","1607",,"3232N 04425E",
,"IQ","BGW","Baghdåd","Baghdad","BG","12345---","AI","0401",,"3320N 04423E",
,"IQ","BMN","Bamerny","Bamerny",,"---4----","RQ","0901",,"3706N 04316E",
,"IQ","BSH","Bashur Airfield","Bashur Airfield",,"--34----","RQ","1001",,"3632N 04421E",
,"IQ","BSR","Basra","Basra","BA","1-------","AI","1407",,,
