,"GW",,".GUINEA-BISSAU",,,,,,,,
,"GW","BFT","Bafatá","Bafata","BA","-----6--","AM","2007",,"1210N 01440W",
,"GW","BNT","Binta","Binta",,"1-------","RL","0901",,"1225N 01519W",
,"GW","BOL","Bolama","Bolama",,"1-3-----","RL","0401",,"1135N 01528W",
,"GW","BQE","Bubaque","Bubaque",,"1-34----","AI","0401",,"1117N 01550W",
,"GW","CAC","Cacheu","Cacheu","CA","1-3-----","RL","0401",,"1216N 01609W",
,"GW","CJA","Canjaja","Canjaja",,"1-------","RL","0901",,"1223N 01521W",
,"GW","FAR","Farim","Farim",,"1-------","RL","0901",,"1229N 01513W",
,"GW","OXB","Bissau","Bissau","BS","1-345---","AI","0401",,"1151N 01535W",
