,"TZ",,".TANZANIA, UNITED REPUBLIC OF",,,,,,,,
,"TZ","ARK","Arusha","Arusha",,"---45---","AI","9601",,,
,"TZ","BAB","Babati","Babati","26","--3-----","RL","1601",,"0413S 03545E",
,"TZ","BHO","Biharamulo","Biharamulo","05","--3-----","RL","1601",,"0237S 03118E",
,"TZ","BKZ","Bukoba","Bukoba",,"---4----","AI","9601",,,
,"TZ","DAR","Dar es Salaam","Dar es Salaam",,"12345---","AI","0307",,"0648S 03917E",
,"TZ","DOD","Dodoma","Dodoma",,"---4----","AI","9601",,,
,"TZ","GIT","Geita","Geita",,"--34----","AI","9601",,,
,"TZ","ICD","African Inland Container Depot","African Inland Container Depot","02","-----6--","RL","1807",,"0650S 03914E",
,"TZ","IKW","Ikwiriri","Ikwiriri",,"1-3-----","RL","0607",,"0759S 03901E",
,"TZ","IRI","Iringa","Iringa",,"---4----","AI","0001",,,
,"TZ","ISK","Isaka","Isaka",,"--3-----","RL","0201",,"0352S 03256E",
,"TZ","JOM","Njombe","Njombe",,"---4----","AI","0001",,,
,"TZ","JRO","Kilimanjaro","Kilimanjaro",,"---4----","AI","9601",,,
,"TZ","KAG","Kagera","Kagera",,"1----6--","RL","1201",,"0439S 03040E",
,"TZ","KBD","Kibondo","Kibondo","08","-----6--","RL","1701",,"0335S 03043E",
,"TZ","KBG","Kabanga","Kabanga","05","--3-----","RL","1601",,"0238S 03028E",
,"TZ","KDT","Kidatu","Kidatu","16","--3-----","RL","1601",,"0742S 03657E",
,"TZ","KHM","Kahama","Kahama",,"--3-----","RL","0201",,"0349S 03235E",
,"TZ","KIB","Kibaha","Kibaha","19","--3--6--","RL","0901",,"0646S 03855E",
,"TZ","KIK","Kilwa Kivinje","Kilwa Kivinje",,"1-------","QQ","8103",,,
,"TZ","KIM","Kilwa Masoko","Kilwa Masoko",,"1-------","QQ","8103",,,
,"TZ","KIT","Kitagata","Kitagata","08","--3-----","AM","2007",,"0418S 03029E",
,"TZ","KIY","Kilwa","Kilwa",,"---4----","AI","9601",,,
,"TZ","KRG","Korogwe","Korogwe",,"--3-----","RL","0307",,"0509S 03829E",
,"TZ","KSL","Kasulu","Kasulu","08","-23-----","RL","1601",,"0434S 03006E",
,"TZ","KSS","Kisesa","Kisesa","22","--3-----","RL","1307",,"0305S 03409E",
,"TZ","KUR","Kurasini","Kurasini","02","--3-----","RL","1101",,"0651S 03917E",
,"TZ","LDI","Lindi","Lindi",,"1--4----","AI","9601",,,
,"TZ","LKY","Lake Manyara","Lake Manyara",,"---4----","AI","0001",,,
,"TZ","LUY","Lushoto","Lushoto",,"---4----","AI","0001",,,
,"TZ","MBI","Mbeya","Mbeya",,"---4----","AI","0001",,,
,"TZ","MBK","Makumbako","Makumbako","29","--3-----","RL","1601",,"0851S 03450E",
,"TZ","MFA","Mafia","Mafia",,"---4----","AI","9601",,,
,"TZ","MGK","Malagarasi","Malagarasi","08","--3-----","RL","1301",,"0506S 03050E",
,"TZ","MIC","Michiuja","Michiuja",,"1-------","QQ","8103",,,
,"TZ","MIK","Mikindani","Mikindani",,"1-------","QQ","8103",,,
,"TZ","MKM","Mikumi","Mikumi","16","--3-----","RL","1601",,"0724S 03659E",
,"TZ","MKO","Mkokotoni, Zanzibar","Mkokotoni, Zanzibar",,"1-------","QQ","8103",,,
,"TZ","MLB","Mlimba","Mlimba","16","--3-----","RL","0701",,"0848S 03548E",
,"TZ","MOH","Mohoro","Mohoro",,"1-------","QQ","8103",,,
,"TZ","MPA","Mpanda","Mpanda","28","--34----","RL","1701",,"0621S 03104E",
,"TZ","MRG","Morogoro","Morogoro",,"--3-----","RL","0201",,"0649S 03739E",
,"TZ","MRN","Marungu","Marungu","08","--3-----","AM","2007",,"0337S 03843E",
,"TZ","MSH","Moshi","Moshi","09","--3--6--","RL","0901","QSI","0321S 03720E",
,"TZ","MTK","Mutukula","Mutukula","05","--3-----","AM","2107",,"0100S 03124E",
,"TZ","MTS","Mtsora","Mtsora",,"1-------","QQ","8103",,,
,"TZ","MUZ","Musoma","Musoma",,"---4----","AI","9601",,,
,"TZ","MWN","Mwadui","Mwadui",,"---4----","AI","0001",,,
,"TZ","MWZ","Mwanza","Mwanza","18","1--4----","AI","1701",,"0231S 03254E",
,"TZ","MYW","Mtwara","Mtwara",,"1--4----","AI","9601",,,
