,"AF",,".AFGHANISTAN",,,,,,,,
,"AF","ASH","Ali Shirzayi","Ali Shirzayi","URU","--3-----","RQ","1307",,"3252N 06603E",
,"AF","BAG","Bagram","Bagram","PAR","--3-----","RL","0307",,"3457N 06915E",
,"AF","BEP","Bazar-E-Panjwai","Bazar-E-Panjwai","KAN","--3-----","RQ","1001",,"3133N 06527E",
,"AF","BIN","Bamian","Bamian",,"--34----","AI","0907",,,
,"AF","BST","Bost","Bost",,"---4----","AI","9912",,,
,"AF","CBN","Camp Bastion","Camp Bastion","HEL","--34----","RQ","1307","OAZ","3151N 06413E",
,"AF","CCN","Chaghcharan","Chaghcharan",,"---4----","AI","1307",,"3431N 06515E",
,"AF","CDW","Camp Dwyer","Camp Dwyer","HEL","--3-----","RQ","0907",,"3107N 06411E",
,"AF","CLN","Camp Leatherneck","Camp Leatherneck","HEL","--3-----","RL","1307",,"3153N 06411E",
,"AF","CSO","Camp Salerno","Camp Salerno","KHO","--3-----","RL","0901",,"3324N 07004E",
,"AF","CWO","Camp Wolverine","Camp Wolverine","ZAB","--3-----","RQ","0907",,"3204N 06712E",
,"AF","DAZ","Darwaz","Darwaz",,"---4----","AI","9601",,,
,"AF","DHD","Dehdadi","Dehdadi","BAL","1----6--","RL","1201",,"3639N 06659E",
,"AF","FAH","Farah","Farah",,"---4----","AI","9912",,,
,"AF","FBD","Faizabad","Faizabad",,"---4----","AI","9601",,,
,"AF","FRO","FOB Frontenac","FOB Frontenac","KAN","--3-----","RQ","0907",,"3137N 06539E",
,"AF","GAR","Gardiz","Gardiz","PIA","--3-----","RL","0901",,"3335N 06913E",
,"AF","GRG","Gardez","Gardez",,"---4----","AI","9912",,,
,"AF","GZI","Ghazni","Ghazni",,"---4----","AI","9912",,,
,"AF","HEA","Herat","Herat",,"---4----","AI","9601",,,
,"AF","HRT","Hairatan","Hairatan",,"0-------","RQ","9705",,,
,"AF","IMZ","Nimroz","Nimroz",,"---4----","AI","9912",,,
,"AF","ISQ","Eslam Qal'eh","Eslam Qal'eh",,"--3-----","RL","0601",,"3440N 06104E",
,"AF","JAA","Jalalabad","Jalalabad",,"---4----","AI","9912",,,
,"AF","KBL","Kabul","Kabul",,"--345---","AI","9601",,,
,"AF","KDH","Kandahar","Kandahar",,"--34----","AI","9601",,,
,"AF","KHO","Khowst","Khowst","KNR","--3-----","RL","0907",,"3512N 07050E",
,"AF","KHT","Khost","Khost",,"---4----","AI","9912",,,
,"AF","KMU","Kamu","Kamu","KNR","--3-----","RQ","1001",,"3524N 07125E",
,"AF","KUR","Kuran-O-Munjan","Kuran-O-Munjan",,"---4----","AI","9912",,,
,"AF","KWH","Khwahan","Khwahan",,"---4----","AI","9912",,,
,"AF","KWT","Khowst","Khowst","PIA","--3-----","RL","0907",,"3320N 06955E",
,"AF","LAG","Lashkar Gah","Lashkar Gah","HEL","--3-----","RL","0901",,"3135N 06421E",
,"AF","LQN","Qala Nau","Qala Nau",,"---4----","AI","9601",,,
,"AF","MAS","Mashad","Mashad",,"0-------","RQ","8910",,,
,"AF","MEH","Mehtar Lam","Mehtar Lam","LAG","--3-----","RL","1101",,"3440N 07012E",
,"AF","MEY","Meydan","Meydan","BAL","--3-----","RL","1307",,"3654N 06655E",
,"AF","MMZ","Maimana","Maimana",,"---4----","AI","9601",,,
,"AF","MWD","Maiwand","Maiwand","KAN","--3-----","RL","0901",,"3144N 06508E",
,"AF","MZR","Mazar-i-Sharif","Mazar-i-Sharif",,"---4----","AI","0212",,"3642N 06706E",
,"AF","ORG","Orgun-E Kalan","Orgun-E Kalan","PKA","--3-----","RL","1307",,"3254N 06913E",
,"AF","PEC","Pol-e Charkhi","Pol-e Charkhi","KAB","--3-----","RL","1701",,"3432N 06920E",
,"AF","PSD","Pasaband","Pasaband","GHO","--3-----","RL","1207",,"3341N 06451E",
,"AF","QAM","Qasim","Qasim",,"-----6--","RQ","1007",,"3502N 07132E",
,"AF","QLT","Qalat","Qalat",,"1-3-----","RL","0601",,"3206N 06653E",
,"AF","QYN","Qal'Eh-Ye Now","Qal'Eh-Ye Now","BDG","--3-----","RQ","1001",,"3459N 06307E",
,"AF","RKH","Torkham","Torkham","NAN","1-------","RL","0901",,"3453N 07155E",
,"AF","RMD","FOB Ramrod","FOB Ramrod","KAN","--3-----","RQ","0907",,"3145N 06507E",
,"AF","SBF","Sardeh Band","Sardeh Band",,"---4----","AI","9912",,,
,"AF","SBK","Spin Boldak","Spin Boldak","KAN","--3-----","RL","1307",,"3100N 06624E",
,"AF","SDD","Shindand","Shindand","HER","--3-----","RQ","0907",,"3318N 06208E",
,"AF","SGA","Sheghnan","Sheghnan",,"---4----","AI","9601",,,
,"AF","SHE","Sherhan-Bandar","Sherhan-Bandar",,"--3-----","RL","0901",,"3712N 06905E",
,"AF","SHK","FOB Shank","FOB Shank","LOG","--3-----","RQ","1307",,"3400N 06917E",
,"AF","SRO","Sharona","Sharona","PKA","-----6--","RL","0901",,"3313N 06883E",
,"AF","TGH","Torghundi","Torghundi",,"0-------","RQ","9705",,,
,"AF","TII","Tirinkot","Tirinkot",,"---4----","AI","9601",,,
,"AF","TKO","Tarin Kowt","Tarin Kowt","URU","--3-----","RL","1307",,"3237N 06552E",
,"AF","TOW","Towraghondi","Towraghondi","HER","--3-----","RL","1307",,"3515N 06217E",
,"AF","TQN","Taluqan","Taluqan",,"---4----","AI","9912",,,
,"AF","UND","Kunduz","Kunduz",,"---4----","AI","9601",,,
,"AF","URN","Urgoon","Urgoon",,"---4----","AI","9912",,,
